Denominator(s+s0),Fold Change,Gene ID,Gene Name,Numerator(r),Score(d),direction,gpl,gse,index,log2foldChange,myGeneId,myGeneSym,q-value(%),subset
0.268,0.849,hCP000076,hCP000076,-0.236,-0.88,down,GPL5621,GSE25226,,-0.236,60.0,ACTB,73.245,Acute
0.195,0.888,hHC022988,hHC022988,-0.171,-0.88,down,GPL5621,GSE25226,,-0.171,8907.0,AP1M1,73.245,Acute
0.204,0.883,hHR031802,hHR031802,-0.18,-0.88,down,GPL5621,GSE25226,,-0.18,730092.0,RRN3P1,73.245,Acute
0.295,0.835,hHC029420,hHC029420,-0.259,-0.88,down,GPL5621,GSE25226,,-0.259,60.0,ACTB,73.245,Acute
0.139,0.919,hHC011726,hHC011726,-0.122,-0.88,down,GPL5621,GSE25226,,-0.122,63939.0,FAM217B,73.245,Acute
0.191,0.89,hHA035564,hHA035564,-0.168,-0.879,down,GPL5621,GSE25226,,-0.168,23369.0,PUM2,73.245,Acute
0.141,0.918,hHC015179,hHC015179,-0.124,-0.879,down,GPL5621,GSE25226,,-0.124,23061.0,TBC1D9B,73.245,Acute
0.144,0.916,hHC025637,hHC025637,-0.126,-0.879,down,GPL5621,GSE25226,,-0.126,55011.0,PIH1D1,73.245,Acute
0.208,0.881,hHR010438,hHR010438,-0.182,-0.879,down,GPL5621,GSE25226,,-0.182,2040.0,STOM,73.245,Acute
0.148,0.914,hCT000660,hCT000660,-0.13,-0.878,down,GPL5621,GSE25226,,-0.13,653509.0,SFTPA1,73.245,Acute
0.291,0.838,hCP000062,hCP000062,-0.255,-0.878,down,GPL5621,GSE25226,,-0.255,60.0,ACTB,73.245,Acute
0.314,0.826,hHR027703,hHR027703,-0.276,-0.877,down,GPL5621,GSE25226,,-0.276,,,73.245,Acute
0.246,0.861,hHC020785,hHC020785,-0.216,-0.877,down,GPL5621,GSE25226,,-0.216,3113.0,HLA-DPA1,73.245,Acute
0.165,0.905,hHC022099,hHC022099,-0.144,-0.877,down,GPL5621,GSE25226,,-0.144,7264.0,TSTA3,73.245,Acute
0.233,0.868,hHC021348,hHC021348,-0.204,-0.877,down,GPL5621,GSE25226,,-0.204,27163.0,NAAA,73.245,Acute
0.184,0.894,hHC030248,hHC030248,-0.161,-0.877,down,GPL5621,GSE25226,,-0.161,29997.0,GLTSCR2,73.245,Acute
0.278,0.845,hHC002093,hHC002093,-0.243,-0.876,down,GPL5621,GSE25226,,-0.243,445815.0,PALM2-AKAP2,73.245,Acute
0.191,0.89,hHC015795,hHC015795,-0.168,-0.876,down,GPL5621,GSE25226,,-0.168,2342.0,FNTB,73.245,Acute
0.263,0.852,hHC001751,hHC001751,-0.231,-0.876,down,GPL5621,GSE25226,,-0.231,8082.0,SSPN,73.245,Acute
0.291,0.838,hCP047606,hCP047606,-0.255,-0.876,down,GPL5621,GSE25226,,-0.255,60.0,ACTB,73.245,Acute
0.272,0.848,hCP001351,hCP001351,-0.238,-0.875,down,GPL5621,GSE25226,,-0.238,60.0,ACTB,73.245,Acute
0.224,0.873,hHR030100,hHR030100,-0.196,-0.875,down,GPL5621,GSE25226,,-0.196,170463.0,SSBP4,73.245,Acute
0.331,0.818,hHC020214,hHC020214,-0.289,-0.875,down,GPL5621,GSE25226,,-0.289,5329.0,PLAUR,73.245,Acute
0.176,0.899,hHR029089,hHR029089,-0.154,-0.875,down,GPL5621,GSE25226,,-0.154,1556.0,CYP2B7P,73.245,Acute
0.268,0.85,hCP047566,hCP047566,-0.235,-0.875,down,GPL5621,GSE25226,,-0.235,60.0,ACTB,73.245,Acute
0.153,0.911,hHC016599,hHC016599,-0.134,-0.875,down,GPL5621,GSE25226,,-0.134,9703.0,KIAA0100,73.245,Acute
0.119,0.93,hHC025114,hHC025114,-0.104,-0.875,down,GPL5621,GSE25226,,-0.104,54456.0,MOV10L1,73.245,Acute
0.297,0.835,hHR004842,hHR004842,-0.26,-0.874,down,GPL5621,GSE25226,,-0.26,23155.0,CLCC1,73.245,Acute
0.204,0.884,hHC004647,hHC004647,-0.179,-0.874,down,GPL5621,GSE25226,,-0.179,55252.0,ASXL2,73.245,Acute
0.141,0.918,hHR031460,hHR031460,-0.123,-0.874,down,GPL5621,GSE25226,,-0.123,353141.0,LCE2D,73.245,Acute
0.237,0.867,hHC023291,hHC023291,-0.207,-0.874,down,GPL5621,GSE25226,,-0.207,1441.0,CSF3R,73.245,Acute
0.265,0.852,hHC022539,hHC022539,-0.231,-0.873,down,GPL5621,GSE25226,,-0.231,55819.0,RNF130,73.245,Acute
0.204,0.884,hHC026205,hHC026205,-0.178,-0.873,down,GPL5621,GSE25226,,-0.178,1397.0,CRIP2,73.245,Acute
0.294,0.837,hCP047595,hCP047595,-0.256,-0.873,down,GPL5621,GSE25226,,-0.256,60.0,ACTB,73.245,Acute
0.325,0.822,hHC027092,hHC027092,-0.283,-0.873,down,GPL5621,GSE25226,,-0.283,1471.0,CST3,73.245,Acute
0.379,0.795,hHC014457,hHC014457,-0.33,-0.873,down,GPL5621,GSE25226,,-0.33,8870.0,IER3,73.245,Acute
0.152,0.912,hHR022465,hHR022465,-0.133,-0.873,down,GPL5621,GSE25226,,-0.133,51477.0,ISYNA1,73.245,Acute
0.196,0.888,hHC013108,hHC013108,-0.171,-0.873,down,GPL5621,GSE25226,,-0.171,100526767.0,RNF103-CHMP3,73.245,Acute
0.251,0.859,hHA035199,hHA035199,-0.219,-0.872,down,GPL5621,GSE25226,,-0.219,404734.0,ANKHD1-EIF4EBP3,73.245,Acute
0.391,0.79,hHC007012,hHC007012,-0.341,-0.872,down,GPL5621,GSE25226,,-0.341,116448.0,OLIG1,73.245,Acute
0.272,0.848,hCP001424,hCP001424,-0.237,-0.872,down,GPL5621,GSE25226,,-0.237,60.0,ACTB,73.245,Acute
0.179,0.898,hHC023986,hHC023986,-0.156,-0.872,down,GPL5621,GSE25226,,-0.156,22913.0,RALY,73.245,Acute
0.158,0.909,hHC024122,hHC024122,-0.138,-0.871,down,GPL5621,GSE25226,,-0.138,5986.0,RFNG,73.245,Acute
0.26,0.855,hHA034602,hHA034602,-0.226,-0.871,down,GPL5621,GSE25226,,-0.226,81671.0,VMP1,73.245,Acute
0.168,0.904,hHC014269,hHC014269,-0.146,-0.871,down,GPL5621,GSE25226,,-0.146,27300.0,ZNF544,73.245,Acute
0.242,0.864,hHC023126,hHC023126,-0.211,-0.871,down,GPL5621,GSE25226,,-0.211,8237.0,USP11,73.245,Acute
0.178,0.898,hHC025596,hHC025596,-0.155,-0.871,down,GPL5621,GSE25226,,-0.155,7267.0,TTC3,73.245,Acute
0.159,0.909,hHC019093,hHC019093,-0.138,-0.87,down,GPL5621,GSE25226,,-0.138,51380.0,CSAD,73.245,Acute
0.264,0.853,hCT000591,hCT000591,-0.229,-0.87,down,GPL5621,GSE25226,,-0.229,2934.0,GSN,73.245,Acute
0.162,0.907,hHC006597,hHC006597,-0.141,-0.87,down,GPL5621,GSE25226,,-0.141,10126.0,DNAL4,73.245,Acute
0.206,0.883,hHC021338,hHC021338,-0.179,-0.87,down,GPL5621,GSE25226,,-0.179,23648.0,SSBP3,73.245,Acute
0.256,0.857,hHR011005,hHR011005,-0.223,-0.869,down,GPL5621,GSE25226,,-0.223,57666.0,FBRSL1,73.245,Acute
0.254,0.858,hHC018744,hHC018744,-0.221,-0.869,down,GPL5621,GSE25226,,-0.221,23031.0,MAST3,73.245,Acute
0.3,0.835,hHC021675,hHC021675,-0.26,-0.869,down,GPL5621,GSE25226,,-0.26,23770.0,FKBP8,73.245,Acute
0.255,0.858,hHC015791,hHC015791,-0.222,-0.868,down,GPL5621,GSE25226,,-0.222,22914.0,KLRK1,73.245,Acute
0.213,0.88,hCP000288,hCP000288,-0.185,-0.868,down,GPL5621,GSE25226,,-0.185,60.0,ACTB,73.245,Acute
0.201,0.886,hHR031861,hHR031861,-0.175,-0.868,down,GPL5621,GSE25226,,-0.175,26815.0,SNORD36A,73.245,Acute
0.218,0.877,hHA032372,hHA032372,-0.189,-0.868,down,GPL5621,GSE25226,,-0.189,4670.0,HNRNPM,73.245,Acute
0.168,0.904,hCT001312,hCT001312,-0.145,-0.867,down,GPL5621,GSE25226,,-0.145,351.0,APP,73.245,Acute
0.238,0.867,hHA033208,hHA033208,-0.206,-0.867,down,GPL5621,GSE25226,,-0.206,3240.0,HP,73.245,Acute
0.167,0.905,hHC018216,hHC018216,-0.145,-0.867,down,GPL5621,GSE25226,,-0.145,8797.0,TNFRSF10A,73.245,Acute
0.153,0.912,hHC027389,hHC027389,-0.133,-0.867,down,GPL5621,GSE25226,,-0.133,79939.0,SLC35E1,73.245,Acute
0.2,0.887,hHC008779,hHC008779,-0.173,-0.867,down,GPL5621,GSE25226,,-0.173,55841.0,WWC3,73.245,Acute
0.294,0.838,hCP047547,hCP047547,-0.254,-0.867,down,GPL5621,GSE25226,,-0.254,60.0,ACTB,73.245,Acute
0.152,0.913,hHA033796,hHA033796,-0.132,-0.867,down,GPL5621,GSE25226,,-0.132,54882.0,ANKHD1,73.245,Acute
0.193,0.891,hHC019132,hHC019132,-0.167,-0.866,down,GPL5621,GSE25226,,-0.167,6370.0,CCL25,73.245,Acute
0.127,0.927,hHC020933,hHC020933,-0.11,-0.866,down,GPL5621,GSE25226,,-0.11,113419.0,TEX261,73.245,Acute
0.126,0.927,hHR010851,hHR010851,-0.109,-0.866,down,GPL5621,GSE25226,,-0.109,283267.0,LINC00294,73.245,Acute
0.187,0.894,hHC019844,hHC019844,-0.162,-0.866,down,GPL5621,GSE25226,,-0.162,1186.0,CLCN7,73.245,Acute
0.135,0.922,hHA036630,hHA036630,-0.117,-0.866,down,GPL5621,GSE25226,,-0.117,56965.0,PARP6,73.245,Acute
0.318,0.826,hHC003590,hHC003590,-0.276,-0.866,down,GPL5621,GSE25226,,-0.276,23531.0,MMD,73.245,Acute
0.278,0.847,hHC016830,hHC016830,-0.24,-0.865,down,GPL5621,GSE25226,,-0.24,6601.0,SMARCC2,73.245,Acute
0.237,0.868,hHR030158,hHR030158,-0.205,-0.865,down,GPL5621,GSE25226,,-0.205,399744.0,LINC00999,73.245,Acute
0.136,0.922,hHR029281,hHR029281,-0.117,-0.865,down,GPL5621,GSE25226,,-0.117,94027.0,CGB7,73.245,Acute
0.292,0.839,hHC021379,hHC021379,-0.252,-0.865,down,GPL5621,GSE25226,,-0.252,432.0,ASGR1,73.245,Acute
0.132,0.924,hHC020922,hHC020922,-0.114,-0.865,down,GPL5621,GSE25226,,-0.114,10594.0,PRPF8,73.245,Acute
0.278,0.846,hHA036633,hHA036633,-0.241,-0.865,down,GPL5621,GSE25226,,-0.241,1848.0,DUSP6,73.245,Acute
0.211,0.881,hHA032852,hHA032852,-0.182,-0.864,down,GPL5621,GSE25226,,-0.182,3688.0,ITGB1,73.245,Acute
0.281,0.845,hCP001391,hCP001391,-0.243,-0.864,down,GPL5621,GSE25226,,-0.243,60.0,ACTB,73.245,Acute
0.163,0.907,hHR028427,hHR028427,-0.141,-0.864,down,GPL5621,GSE25226,,-0.141,5387.0,PMS2P3,73.245,Acute
0.184,0.896,hHC020719,hHC020719,-0.159,-0.863,down,GPL5621,GSE25226,,-0.159,10929.0,SRSF8,73.245,Acute
0.157,0.911,hHC017708,hHC017708,-0.135,-0.863,down,GPL5621,GSE25226,,-0.135,84285.0,EIF1AD,73.245,Acute
0.181,0.897,hHC005862,hHC005862,-0.157,-0.863,down,GPL5621,GSE25226,,-0.157,160760.0,PPTC7,73.245,Acute
0.183,0.896,hHC023393,hHC023393,-0.158,-0.863,down,GPL5621,GSE25226,,-0.158,84080.0,ENKD1,73.245,Acute
0.156,0.911,hHC022891,hHC022891,-0.135,-0.863,down,GPL5621,GSE25226,,-0.135,2137.0,EXTL3,73.245,Acute
0.216,0.879,hHC015382,hHC015382,-0.187,-0.863,down,GPL5621,GSE25226,,-0.187,10867.0,TSPAN9,73.245,Acute
0.275,0.848,hHC007737,hHC007737,-0.237,-0.863,down,GPL5621,GSE25226,,-0.237,9764.0,KIAA0513,73.245,Acute
0.148,0.915,hHC021616,hHC021616,-0.128,-0.863,down,GPL5621,GSE25226,,-0.128,84733.0,CBX2,73.245,Acute
0.194,0.891,hHC010165,hHC010165,-0.167,-0.863,down,GPL5621,GSE25226,,-0.167,3566.0,IL4R,73.245,Acute
0.16,0.909,hHC017889,hHC017889,-0.138,-0.863,down,GPL5621,GSE25226,,-0.138,,,73.245,Acute
0.151,0.914,hHA032512,hHA032512,-0.13,-0.862,down,GPL5621,GSE25226,,-0.13,51226.0,COPZ2,73.245,Acute
0.164,0.906,hHC022749,hHC022749,-0.142,-0.862,down,GPL5621,GSE25226,,-0.142,1616.0,DAXX,73.245,Acute
0.183,0.897,hHA034277,hHA034277,-0.158,-0.862,down,GPL5621,GSE25226,,-0.158,114294.0,LACTB,73.245,Acute
0.197,0.889,hHC032028,hHC032028,-0.17,-0.862,down,GPL5621,GSE25226,,-0.17,3812.0,KIR3DL2,73.245,Acute
0.14,0.92,hHA032309,hHA032309,-0.12,-0.861,down,GPL5621,GSE25226,,-0.12,83862.0,TMEM120A,73.245,Acute
0.227,0.873,hHR007153,hHR007153,-0.195,-0.861,down,GPL5621,GSE25226,,-0.195,,,73.245,Acute
0.14,0.92,hHC010811,hHC010811,-0.121,-0.861,down,GPL5621,GSE25226,,-0.121,221496.0,LEMD2,73.245,Acute
0.213,0.881,hHC025402,hHC025402,-0.183,-0.861,down,GPL5621,GSE25226,,-0.183,3615.0,IMPDH2,73.245,Acute
0.134,0.923,hHC010608,hHC010608,-0.115,-0.86,down,GPL5621,GSE25226,,-0.115,56181.0,MTFR1L,73.245,Acute
0.211,0.882,hHC004936,hHC004936,-0.181,-0.86,down,GPL5621,GSE25226,,-0.181,4719.0,NDUFS1,73.245,Acute
0.224,0.875,hHC022385,hHC022385,-0.193,-0.86,down,GPL5621,GSE25226,,-0.193,54988.0,ACSM5,73.245,Acute
0.361,0.807,hHC023825,hHC023825,-0.31,-0.86,down,GPL5621,GSE25226,,-0.31,54210.0,TREM1,73.245,Acute
0.122,0.93,hHR024552,hHR024552,-0.105,-0.86,down,GPL5621,GSE25226,,-0.105,22993.0,HMGXB3,73.245,Acute
0.146,0.917,hHC021563,hHC021563,-0.125,-0.86,down,GPL5621,GSE25226,,-0.125,55063.0,ZCWPW1,73.245,Acute
0.127,0.927,hHC023783,hHC023783,-0.109,-0.86,down,GPL5621,GSE25226,,-0.109,2288.0,FKBP4,73.245,Acute
0.217,0.879,hHC030968,hHC030968,-0.186,-0.859,down,GPL5621,GSE25226,,-0.186,5395.0,PMS2,73.245,Acute
0.221,0.877,hHC016860,hHC016860,-0.19,-0.859,down,GPL5621,GSE25226,,-0.19,81539.0,SLC38A1,73.245,Acute
0.19,0.893,hHC023327,hHC023327,-0.163,-0.859,down,GPL5621,GSE25226,,-0.163,2879.0,GPX4,73.245,Acute
0.284,0.845,hHC004765,hHC004765,-0.244,-0.859,down,GPL5621,GSE25226,,-0.244,10225.0,CD96,73.245,Acute
0.156,0.912,hHR006017,hHR006017,-0.134,-0.859,down,GPL5621,GSE25226,,-0.134,54882.0,ANKHD1,73.245,Acute
0.128,0.927,hHC021304,hHC021304,-0.11,-0.859,down,GPL5621,GSE25226,,-0.11,113000.0,RPUSD1,73.245,Acute
0.233,0.871,hHC017934,hHC017934,-0.2,-0.859,down,GPL5621,GSE25226,,-0.2,7133.0,TNFRSF1B,73.245,Acute
0.124,0.929,hHC004344,hHC004344,-0.107,-0.859,down,GPL5621,GSE25226,,-0.107,56886.0,UGGT1,73.245,Acute
0.145,0.917,hHC030732,hHC030732,-0.125,-0.859,down,GPL5621,GSE25226,,-0.125,,,73.245,Acute
0.25,0.862,hHC012841,hHC012841,-0.214,-0.859,down,GPL5621,GSE25226,,-0.214,80896.0,NPL,73.245,Acute
0.362,0.806,hHO048849,hHO048849,-0.311,-0.859,down,GPL5621,GSE25226,,-0.311,,,73.245,Acute
0.268,0.852,hCP001379,hCP001379,-0.23,-0.858,down,GPL5621,GSE25226,,-0.23,60.0,ACTB,73.245,Acute
0.141,0.919,hHC025611,hHC025611,-0.121,-0.858,down,GPL5621,GSE25226,,-0.121,1659.0,DHX8,73.245,Acute
0.191,0.892,hHC004363,hHC004363,-0.164,-0.858,down,GPL5621,GSE25226,,-0.164,5873.0,RAB27A,73.245,Acute
0.174,0.902,hHC012239,hHC012239,-0.15,-0.858,down,GPL5621,GSE25226,,-0.15,2033.0,EP300,73.245,Acute
0.327,0.823,hHC005275,hHC005275,-0.28,-0.857,down,GPL5621,GSE25226,,-0.28,4067.0,LYN,73.245,Acute
0.247,0.863,hHC019825,hHC019825,-0.212,-0.857,down,GPL5621,GSE25226,,-0.212,9397.0,NMT2,73.245,Acute
0.152,0.914,hHC024359,hHC024359,-0.13,-0.857,down,GPL5621,GSE25226,,-0.13,1628.0,DBP,73.245,Acute
0.213,0.881,hHC023889,hHC023889,-0.182,-0.857,down,GPL5621,GSE25226,,-0.182,23177.0,CEP68,73.245,Acute
0.191,0.893,hHC002962,hHC002962,-0.163,-0.857,down,GPL5621,GSE25226,,-0.163,64393.0,ZMAT3,73.245,Acute
0.141,0.92,hHR010963,hHR010963,-0.12,-0.856,down,GPL5621,GSE25226,,-0.12,54460.0,MRPS21,73.245,Acute
0.251,0.862,hCP001367,hCP001367,-0.215,-0.856,down,GPL5621,GSE25226,,-0.215,60.0,ACTB,73.245,Acute
0.21,0.883,hHC021512,hHC021512,-0.18,-0.856,down,GPL5621,GSE25226,,-0.18,3570.0,IL6R,73.245,Acute
0.122,0.93,hHC015551,hHC015551,-0.104,-0.856,down,GPL5621,GSE25226,,-0.104,374920.0,C19orf68,73.245,Acute
0.286,0.844,hCP000135,hCP000135,-0.245,-0.856,down,GPL5621,GSE25226,,-0.245,60.0,ACTB,73.245,Acute
0.138,0.921,hHC020691,hHC020691,-0.118,-0.855,down,GPL5621,GSE25226,,-0.118,84310.0,C7orf50,73.245,Acute
0.224,0.876,hHC020274,hHC020274,-0.192,-0.855,down,GPL5621,GSE25226,,-0.192,10123.0,ARL4C,73.245,Acute
0.212,0.882,hHC029315,hHC029315,-0.181,-0.855,down,GPL5621,GSE25226,,-0.181,11152.0,WDR45,73.245,Acute
0.15,0.915,hHC017752,hHC017752,-0.128,-0.855,down,GPL5621,GSE25226,,-0.128,124583.0,CANT1,73.245,Acute
0.172,0.903,hHC001605,hHC001605,-0.147,-0.855,down,GPL5621,GSE25226,,-0.147,8971.0,H1FX,73.245,Acute
0.145,0.918,hHC006934,hHC006934,-0.124,-0.854,down,GPL5621,GSE25226,,-0.124,79872.0,CBLL1,73.245,Acute
0.212,0.882,hHC028501,hHC028501,-0.181,-0.854,down,GPL5621,GSE25226,,-0.181,9124.0,PDLIM1,73.245,Acute
0.156,0.912,hHR017426,hHR017426,-0.133,-0.854,down,GPL5621,GSE25226,,-0.133,65996.0,CENPBD1P1,73.245,Acute
0.227,0.874,hHC030283,hHC030283,-0.194,-0.854,down,GPL5621,GSE25226,,-0.194,126917.0,IFFO2,73.245,Acute
0.174,0.902,hHR016613,hHR016613,-0.149,-0.854,down,GPL5621,GSE25226,,-0.149,11128.0,POLR3A,73.245,Acute
0.333,0.821,hHR005421,hHR005421,-0.284,-0.853,down,GPL5621,GSE25226,,-0.284,8848.0,TSC22D1,73.245,Acute
0.246,0.865,hHC020967,hHC020967,-0.21,-0.853,down,GPL5621,GSE25226,,-0.21,23558.0,WBP2,73.245,Acute
0.188,0.895,hHC023606,hHC023606,-0.16,-0.852,down,GPL5621,GSE25226,,-0.16,56905.0,C15orf39,73.245,Acute
0.253,0.861,hHC031521,hHC031521,-0.216,-0.852,down,GPL5621,GSE25226,,-0.216,6231.0,RPS26,73.245,Acute
0.181,0.899,hHC022698,hHC022698,-0.154,-0.852,down,GPL5621,GSE25226,,-0.154,81033.0,KCNH6,73.245,Acute
0.132,0.925,hHA037987,hHA037987,-0.112,-0.852,down,GPL5621,GSE25226,,-0.112,2067.0,ERCC1,73.245,Acute
0.256,0.86,hHC005536,hHC005536,-0.218,-0.852,down,GPL5621,GSE25226,,-0.218,23270.0,TSPYL4,73.245,Acute
0.231,0.872,hHC030547,hHC030547,-0.197,-0.851,down,GPL5621,GSE25226,,-0.197,6191.0,RPS4X,73.245,Acute
0.324,0.826,hHC021420,hHC021420,-0.276,-0.851,down,GPL5621,GSE25226,,-0.276,6285.0,S100B,73.245,Acute
0.145,0.918,hHR031407,hHR031407,-0.124,-0.85,down,GPL5621,GSE25226,,-0.124,374666.0,WASH3P,73.245,Acute
0.252,0.862,hHR025782,hHR025782,-0.214,-0.85,down,GPL5621,GSE25226,,-0.214,8339.0,HIST1H2BG,73.245,Acute
0.174,0.902,hHA036783,hHA036783,-0.148,-0.85,down,GPL5621,GSE25226,,-0.148,9844.0,ELMO1,73.245,Acute
0.15,0.915,hHR031880,hHR031880,-0.128,-0.85,down,GPL5621,GSE25226,,-0.128,440299.0,DNM1P41,73.245,Acute
0.246,0.865,hHC020875,hHC020875,-0.209,-0.85,down,GPL5621,GSE25226,,-0.209,7040.0,TGFB1,73.245,Acute
0.313,0.832,hHC019023,hHC019023,-0.266,-0.85,down,GPL5621,GSE25226,,-0.266,2934.0,GSN,73.245,Acute
0.178,0.901,hHC018319,hHC018319,-0.151,-0.85,down,GPL5621,GSE25226,,-0.151,3551.0,IKBKB,73.245,Acute
0.207,0.885,hHC023426,hHC023426,-0.176,-0.849,down,GPL5621,GSE25226,,-0.176,1384.0,CRAT,73.245,Acute
0.279,0.848,hCP000130,hCP000130,-0.237,-0.849,down,GPL5621,GSE25226,,-0.237,60.0,ACTB,73.245,Acute
0.151,0.915,hHR010265,hHR010265,-0.128,-0.848,down,GPL5621,GSE25226,,-0.128,57510.0,XPO5,73.245,Acute
0.124,0.93,hHC010775,hHC010775,-0.105,-0.848,down,GPL5621,GSE25226,,-0.105,1534.0,CYB561,73.245,Acute
0.171,0.904,hHC018784,hHC018784,-0.145,-0.848,down,GPL5621,GSE25226,,-0.145,29066.0,ZC3H7A,73.245,Acute
0.15,0.915,hHA037292,hHA037292,-0.127,-0.847,down,GPL5621,GSE25226,,-0.127,9369.0,NRXN3,73.245,Acute
0.142,0.92,hHR032252,hHR032252,-0.121,-0.847,down,GPL5621,GSE25226,,-0.121,389857.0,CENPVP1,73.245,Acute
0.18,0.9,hHC032222,hHC032222,-0.152,-0.847,down,GPL5621,GSE25226,,-0.152,643707.0,GOLGA6L4,73.245,Acute
0.295,0.841,hHC016029,hHC016029,-0.25,-0.847,down,GPL5621,GSE25226,,-0.25,1178.0,CLC,73.245,Acute
0.137,0.923,hHR026946,hHR026946,-0.116,-0.847,down,GPL5621,GSE25226,,-0.116,,,73.245,Acute
0.316,0.831,hHC018880,hHC018880,-0.268,-0.846,down,GPL5621,GSE25226,,-0.268,6915.0,TBXA2R,73.245,Acute
0.197,0.891,hHR022474,hHR022474,-0.167,-0.846,down,GPL5621,GSE25226,,-0.167,23218.0,NBEAL2,73.245,Acute
0.198,0.89,hHA036775,hHA036775,-0.168,-0.846,down,GPL5621,GSE25226,,-0.168,54555.0,DDX49,73.245,Acute
0.242,0.868,hHC009758,hHC009758,-0.204,-0.845,down,GPL5621,GSE25226,,-0.204,255488.0,RNF144B,73.245,Acute
0.212,0.883,hHR001807,hHR001807,-0.179,-0.845,down,GPL5621,GSE25226,,-0.179,10645.0,CAMKK2,73.245,Acute
0.177,0.901,hHR023782,hHR023782,-0.15,-0.845,down,GPL5621,GSE25226,,-0.15,,,73.245,Acute
0.219,0.88,hHC031671,hHC031671,-0.185,-0.844,down,GPL5621,GSE25226,,-0.185,112714.0,TUBA3E,73.245,Acute
0.162,0.91,hHA036083,hHA036083,-0.137,-0.844,down,GPL5621,GSE25226,,-0.137,9817.0,KEAP1,73.245,Acute
0.15,0.916,hHA035603,hHA035603,-0.127,-0.844,down,GPL5621,GSE25226,,-0.127,64834.0,ELOVL1,73.245,Acute
0.202,0.889,hHC008128,hHC008128,-0.17,-0.844,down,GPL5621,GSE25226,,-0.17,11329.0,STK38,73.245,Acute
0.119,0.933,hHR020239,hHR020239,-0.1,-0.843,down,GPL5621,GSE25226,,-0.1,65263.0,PYCRL,73.245,Acute
0.382,0.8,hHC004770,hHC004770,-0.322,-0.843,down,GPL5621,GSE25226,,-0.322,10788.0,IQGAP2,73.245,Acute
0.203,0.888,hHA033204,hHA033204,-0.171,-0.843,down,GPL5621,GSE25226,,-0.171,5315.0,PKM,73.245,Acute
0.207,0.886,hHR018752,hHR018752,-0.174,-0.842,down,GPL5621,GSE25226,,-0.174,254102.0,EHBP1L1,73.245,Acute
0.272,0.853,hHC031286,hHC031286,-0.229,-0.842,down,GPL5621,GSE25226,,-0.229,3182.0,HNRNPAB,73.245,Acute
0.151,0.916,hHC008615,hHC008615,-0.127,-0.842,down,GPL5621,GSE25226,,-0.127,27034.0,ACAD8,73.245,Acute
0.234,0.872,hHR030692,hHR030692,-0.197,-0.842,down,GPL5621,GSE25226,,-0.197,729218.0,RP11-384K6.6,73.245,Acute
0.204,0.888,hHR029185,hHR029185,-0.172,-0.842,down,GPL5621,GSE25226,,-0.172,8233.0,ZRSR2,73.245,Acute
0.154,0.914,hHR010431,hHR010431,-0.13,-0.842,down,GPL5621,GSE25226,,-0.13,170954.0,PPP1R18,73.245,Acute
0.193,0.893,hHC012826,hHC012826,-0.163,-0.842,down,GPL5621,GSE25226,,-0.163,7009.0,TMBIM6,73.245,Acute
0.245,0.867,hHR031834,hHR031834,-0.206,-0.841,down,GPL5621,GSE25226,,-0.206,25812.0,POM121L1P,73.245,Acute
0.186,0.897,hHR019643,hHR019643,-0.156,-0.84,down,GPL5621,GSE25226,,-0.156,126075.0,CCDC159,73.245,Acute
0.166,0.908,hHC020327,hHC020327,-0.139,-0.84,down,GPL5621,GSE25226,,-0.139,201292.0,TRIM65,73.245,Acute
0.215,0.883,hHR029033,hHR029033,-0.18,-0.84,down,GPL5621,GSE25226,,-0.18,,,73.245,Acute
0.23,0.875,hHR009023,hHR009023,-0.193,-0.84,down,GPL5621,GSE25226,,-0.193,26268.0,FBXO9,73.245,Acute
0.154,0.915,hHC017998,hHC017998,-0.129,-0.84,down,GPL5621,GSE25226,,-0.129,1198.0,CLK3,73.245,Acute
0.205,0.888,hHR016396,hHR016396,-0.172,-0.839,down,GPL5621,GSE25226,,-0.172,285958.0,SNHG15,73.245,Acute
0.184,0.899,hHR030224,hHR030224,-0.154,-0.839,down,GPL5621,GSE25226,,-0.154,200030.0,NBPF11,73.245,Acute
0.144,0.92,hHC001540,hHC001540,-0.121,-0.839,down,GPL5621,GSE25226,,-0.121,127933.0,UHMK1,73.245,Acute
0.177,0.902,hCM001107,hCM001107,-0.149,-0.839,down,GPL5621,GSE25226,,-0.149,6389.0,SDHA,73.245,Acute
0.246,0.867,hHR028824,hHR028824,-0.206,-0.839,down,GPL5621,GSE25226,,-0.206,,,73.245,Acute
0.222,0.879,hHC029984,hHC029984,-0.186,-0.839,down,GPL5621,GSE25226,,-0.186,25798.0,BRI3,73.245,Acute
0.314,0.833,hHC018508,hHC018508,-0.264,-0.838,down,GPL5621,GSE25226,,-0.264,23401.0,FRAT2,73.245,Acute
0.146,0.919,hHR028254,hHR028254,-0.122,-0.838,down,GPL5621,GSE25226,,-0.122,3972.0,LHB,73.245,Acute
0.23,0.875,hHC026187,hHC026187,-0.193,-0.838,down,GPL5621,GSE25226,,-0.193,57655.0,GRAMD1A,73.245,Acute
0.26,0.86,hCP000088,hCP000088,-0.218,-0.838,down,GPL5621,GSE25226,,-0.218,60.0,ACTB,73.245,Acute
0.271,0.854,hHC015517,hHC015517,-0.227,-0.837,down,GPL5621,GSE25226,,-0.227,28232.0,SLCO3A1,73.245,Acute
